1,501.6280,213.6044,18.9539,42.4589,0.26362234
2,528.9550,227.3263,22.1508,44.2547,0.75410473
2,73.4261,217.5297,24.1805,43.6846,0.11077294
3,561.8964,237.1935,25.9309,48.2836,0.88239950
3,398.8751,214.2771,59.3000,52.0545,0.10438438
5,548.6030,222.0066,28.0333,53.7679,0.13098186
8,10.5052,116.0551,50.1208,121.0597,0.14859480
9,383.8647,213.6455,18.6650,45.0851,0.17980492
9,-3.3083,163.3625,77.7774,72.7029,0.10141720
13,457.9498,211.1600,22.4468,46.1730,0.18807207
13,11.1050,201.0515,42.3908,61.7013,0.14829460
13,470.3120,211.2819,23.3679,49.7534,0.11632180
14,485.2289,210.9115,22.9473,46.8563,0.24776781
14,600.2206,191.7925,23.8401,54.4296,0.10954496
15,530.7475,223.6093,23.0569,58.6201,0.26127127
15,426.4227,207.8001,22.0923,46.9751,0.23922417
16,573.0013,221.4236,27.2901,61.2404,0.94362867
16,441.9140,219.8741,20.6345,42.0903,0.11816016
17,443.5618,204.5609,17.0397,42.1027,0.40707821
17,460.8087,207.0909,17.9778,37.4038,0.33166170
17,450.4838,207.1891,18.5211,40.6843,0.11209489
18,466.1187,219.7205,22.1602,42.4662,0.82932436
18,450.5369,216.8163,21.0665,45.1273,0.64306509
18,131.7572,212.8604,20.2289,39.5880,0.10699345
19,463.7001,220.0205,20.9868,44.6994,0.94344270
19,482.5947,219.5074,21.8834,43.7439,0.92033041
19,471.6499,217.3236,24.5479,47.0571,0.48397341
19,549.2101,218.9080,34.0846,51.0402,0.18077120
19,-4.3904,203.7378,73.0659,52.9480,0.10571706
20,512.5862,222.0555,26.5067,46.6810,0.99387395
20,490.0020,222.9089,22.5704,46.8685,0.99360061
20,386.1302,220.1791,22.8832,45.9581,0.34713197
20,569.2654,216.9512,37.7100,51.7293,0.20189837
21,573.5861,215.0746,27.5414,59.7966,0.99916220
21,542.8328,214.9091,23.6392,56.7253,0.99854434
22,453.0264,213.8238,22.6519,47.9778,0.26694274
22,25.4368,165.8493,35.8890,71.4970,0.15880407
22,17.8599,144.8329,30.5454,81.6508,0.15796778
22,477.4562,119.3048,46.1369,102.3142,0.12793976
23,518.0087,212.9348,30.0131,69.9335,0.98713106
23,340.3362,197.5127,50.2888,88.8776,0.12526850
23,481.3329,189.6828,46.5900,93.9697,0.10368844
24,546.7421,218.3325,24.2997,55.6703,0.98044008
24,571.2830,214.7903,25.2138,61.6037,0.92264426
24,497.1801,220.7460,24.7485,47.6991,0.25946838
24,611.7602,199.1656,21.7375,52.7802,0.18956585
24,555.6108,215.6008,29.6756,58.1920,0.17839187
24,429.0024,196.1990,24.6994,63.2191,0.15510026
24,103.2894,212.4291,24.5024,37.4480,0.14992279
24,350.9793,209.1885,46.1524,95.8587,0.13722514
24,88.0868,206.0650,49.7799,41.6694,0.12527570
24,338.0899,204.0779,53.4189,59.1143,0.10379234
25,327.1362,211.9567,21.0138,37.1952,0.50312340
25,382.6849,198.2320,30.9167,71.3682,0.18857837
25,70.3900,209.7331,22.6037,41.0930,0.14920212
25,386.5981,235.8689,50.1273,115.3478,0.14271437
26,312.7126,217.1810,21.6839,39.4353,0.84494662
26,42.3476,199.3312,25.9022,50.2827,0.17439030
26,17.3309,220.4966,20.3294,43.7642,0.13299559
27,287.8480,219.9165,26.5410,42.1387,0.92575896
27,-5.1635,201.6250,57.5625,57.8829,0.10998811
28,245.1180,212.1109,30.3791,54.7692,0.99201757
28,417.9471,174.7722,44.7693,111.5508,0.27598760
28,374.0401,202.8761,23.9944,42.7792,0.11689151
29,187.9086,212.5004,32.7292,70.0716,0.99438810
29,381.4266,206.8913,26.8879,44.2646,0.10112008
30,85.9091,214.9144,41.6086,88.2855,0.99220163
30,68.0739,210.4994,32.4589,63.3360,0.16546001
31,38.2979,199.5321,41.4810,86.3405,0.18120822
31,74.7773,199.3211,51.7075,52.4745,0.16536689
31,467.5107,174.2719,26.6936,55.8344,0.13160925
32,15.9709,214.8059,51.8901,65.3678,0.18854219
32,81.9124,190.3860,34.3984,59.3626,0.16971041
33,434.2314,208.2238,19.2601,49.5808,0.24687968
33,457.2024,214.7894,18.2790,37.7002,0.16511406
35,558.6374,218.2567,23.2107,57.2262,0.99500787
35,525.1710,215.2075,27.3325,61.1994,0.84207630
35,373.5163,215.2865,19.8330,35.4755,0.26546252
36,397.1295,214.7807,19.9620,44.0312,0.76041144
36,341.9171,215.8736,23.5991,44.3627,0.13687402
37,434.2717,214.9990,23.2208,54.4668,0.99633479
37,7.5107,198.3685,43.9948,89.9418,0.18296820
38,507.2312,226.3177,30.9797,75.8980,0.99579990
38,598.4824,214.8162,22.4613,50.1867,0.14996627
39,470.2154,168.9845,45.3066,98.4933,0.11087925
40,467.8720,195.7684,38.6028,113.3802,0.24059768
40,156.3544,215.5332,29.2689,40.3874,0.15186246
41,119.6715,214.4760,24.3507,44.7432,0.78510290
42,58.0728,214.6195,31.4449,50.5658,0.93984956
42,350.0722,210.4949,32.5650,68.1515,0.12299544
43,5.4361,224.8589,32.9465,61.0933,0.29796436
44,598.5212,123.3936,33.7701,94.8730,0.16897558
44,525.2567,91.6666,35.3008,111.4778,0.12803072
45,443.5332,205.7840,25.2551,46.9912,0.94783139
46,496.6170,217.8566,22.8851,52.9572,0.99061161
46,475.3246,216.4430,25.4437,59.5490,0.30319321
47,590.5485,188.0716,46.2749,121.6887,0.23156428
47,364.2197,216.8722,38.7125,49.1222,0.10065707
51,487.3343,168.3977,37.6462,89.9951,0.15455438
51,30.6673,190.0768,54.3229,83.5622,0.14896925
54,481.7018,212.0596,20.6230,41.3299,0.15483609
54,484.6030,219.8266,32.4959,35.3846,0.14186901
